,ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting,date,parsed_id,Home_Game,ORTG,DRTG,Opponent_ORTG,Opponent_DRTG,W,Opponent_W,L,Opponent_L,PW,Opponent_PW,PL,Opponent_PL,MOV,Opponent_MOV,SOS,Opponent_SOS,SRS,Opponent_SRS,ORtg,Opponent_ORtg,DRtg,Opponent_DRtg,Pace,Opponent_Pace,FTr,Opponent_FTr,3PAr,Opponent_3PAr,eFG%,Opponent_eFG%,TOV%,Opponent_TOV%,ORB%,Opponent_ORB%,FT/FGA,Opponent_FT/FGA,DRB%,Opponent_DRB%,ARENA,Opponent_ARENA,ATTENDANCE,Opponent_ATTENDANCE,player_id,position_type,PTS,REB,AST,ST,BLK,TO,total_points,FPS1,FPS2,FPS3,weighted_FPS,Home_Modifier,Opponent_Modifier,Team_Modifier,Pace_Modifier,Team_Odds,Opponent_Odds,Adjusted_Team_Odds,Adjusted_Opponent_Odds,Normalized_Team_Odds,Normalized_Opponent_Odds,Value_Score
20,nba.p.5658,Pascal,Siakam,PF,IND,BOS,BOS@IND,7:00PM EDT,37,37.0, , ,2024-10-30,5658,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,5658,P,18.5,6.8,5.3,1.0,0.3,1.3,37.21,46.8,34.0,19.0,37.54,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.3132978429673079
21,nba.p.6356,James,Wiseman,C,IND,BOS,BOS@IND,7:00PM EDT,13,7.2,INJ, ,2024-10-30,6356,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6356,P,6.0,1.0,0.0,0.0,0.0,0.0,7.2,,,,,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,
22,nba.p.6400,Obi,Toppin,PF,IND,BOS,BOS@IND,7:00PM EDT,13,17.0, , ,2024-10-30,6400,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6400,P,9.8,2.0,1.8,0.8,0.3,0.8,17.4,15.399999999999999,25.3,18.2,18.3,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.43468294224245774
23,nba.p.6404,Tyrese,Haliburton,PG,IND,BOS,BOS@IND,7:00PM EDT,45,31.6, , ,2024-10-30,6404,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6404,P,14.0,4.8,5.3,1.3,0.8,2.0,32.01,46.8,29.799999999999997,10.7,33.71,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.23131888983474458
24,nba.p.6406,Aaron,Nesmith,PF,IND,BOS,BOS@IND,7:00PM EDT,18,16.0, , ,2024-10-30,6406,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6406,P,7.8,3.8,0.5,1.0,0.3,0.8,16.21,19.3,20.9,5.4,16.91,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.290092140841407
25,nba.p.6564,Isaiah,Jackson,C,IND,BOS,BOS@IND,7:00PM EDT,11,19.0, , ,2024-10-30,6564,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6564,P,6.3,5.0,1.3,0.3,1.7,1.3,18.95,31.799999999999997,5.2,20.0,20.18,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.566491421102267
26,nba.p.6696,Bennedict,Mathurin,SF,IND,BOS,BOS@IND,7:00PM EDT,20,16.6, , ,2024-10-30,6696,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6696,P,12.3,3.0,1.0,0.3,0.0,1.5,16.8,6.4,9.4,25.9,13.030000000000001,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.20117744149303252
27,nba.p.6721,Andrew,Nembhard,SG,IND,BOS,BOS@IND,7:00PM EDT,10,21.0, , ,2024-10-30,6721,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6721,P,8.3,2.3,6.0,1.0,0.0,2.0,21.06,28.1,23.4,10.4,22.549999999999997,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.6963240684064287
28,nba.p.6776,Quenton,Jackson,PG,IND,BOS,BOS@IND,7:00PM EDT,10,9.2, , ,2024-10-30,6776,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,6776,P,2.0,1.0,2.0,1.0,0.0,0.0,9.2,,,,,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,
29,nba.p.10103,Jarace,Walker,PF,IND,BOS,BOS@IND,7:00PM EDT,10,9.6, , ,2024-10-30,10103,1,110.19,117.14,127.15,111.65,19.0,1.0,3.0,28.0,23.0,3.0,26.0,4.0,25.0,4.0,28.0,27.0,29.0,7.0,18.0,1.0,22.0,11.0,26.0,23.0,6.0,27.0,22.0,1.0,13.0,18.0,18.0,15.0,22.0,20.0,27.0,10.0,29.0,4.0,,,30.0,11.0,10103,P,4.5,1.5,1.0,0.8,0.0,0.5,9.7,2.0,4.2,27.3,8.01,0.95,1.0,1.1018999999999999,0.245,3.0555555555555554,1.4,0.32727272727272727,0.7142857142857143,0.3676363636363637,0.8023809523809525,0.24734172008583116
