ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6224,Cody,Martin,SG,CHA,TOR,TOR@CHA,7:00PM EDT,14,17.7," "," "
nba.p.6276,DaQuan,Jeffries,SG,CHA,TOR,TOR@CHA,7:00PM EDT,10,2.1,INJ," "
nba.p.6395,LaMelo,Ball,PG,CHA,TOR,TOR@CHA,7:00PM EDT,44,50.4," "," "
nba.p.6410,Josh,Green,SF,CHA,TOR,TOR@CHA,7:00PM EDT,12,17.6," "," "
nba.p.6434,Nick,Richards,C,CHA,TOR,TOR@CHA,7:00PM EDT,20,30.5," "," "
nba.p.6560,Tre,Mann,PG,CHA,TOR,TOR@CHA,7:00PM EDT,19,29.1," "," "
nba.p.6705,Mark,Williams,C,CHA,TOR,TOR@CHA,7:00PM EDT,24,30.9,INJ," "
nba.p.6733,Moussa,Diabate,PF,CHA,TOR,TOR@CHA,7:00PM EDT,10,10.1," "," "
nba.p.6803,Jared,Rhoden,PF,CHA,TOR,TOR@CHA,7:00PM EDT,11,10.9," "," "
nba.p.10104,Brandon,Miller,SF,CHA,TOR,TOR@CHA,7:00PM EDT,30,10.7,INJ," "
nba.p.10120,Nick,Smith Jr.,SG,CHA,TOR,TOR@CHA,7:00PM EDT,10,9.6," "," "
nba.p.10295,Tidjane,Salaun,SF,CHA,TOR,TOR@CHA,7:00PM EDT,14,3.2," "," "
nba.p.10323,KJ,Simpson,PG,CHA,TOR,TOR@CHA,7:00PM EDT,10,0.0," "," "
nba.p.5155,Cody,Zeller,C,ATL,WAS,ATL@WAS,7:00PM EDT,10,7.0,INJ," "
nba.p.5336,Clint,Capela,C,ATL,WAS,ATL@WAS,7:00PM EDT,27,24.6," "," "
nba.p.5338,Bogdan,Bogdanovic,SG,ATL,WAS,ATL@WAS,7:00PM EDT,25,17.4,INJ," "
nba.p.5487,Larry,Nance Jr.,C,ATL,WAS,ATL@WAS,7:00PM EDT,10,32.6," "," "
nba.p.6016,Trae,Young,PG,ATL,WAS,ATL@WAS,7:00PM EDT,41,48.7," "," "
nba.p.6166,De'Andre,Hunter,SF,ATL,WAS,ATL@WAS,7:00PM EDT,20,33.3,GTD," "
nba.p.6259,Garrison,Mathews,SG,ATL,WAS,ATL@WAS,7:00PM EDT,10,16.2," "," "
nba.p.6398,Onyeka,Okongwu,C,ATL,WAS,ATL@WAS,7:00PM EDT,21,30.8," "," "
nba.p.6429,Vit,Krejci,SG,ATL,WAS,ATL@WAS,7:00PM EDT,10,9.5,INJ," "
nba.p.6562,Jalen,Johnson,PF,ATL,WAS,ATL@WAS,7:00PM EDT,34,37.6," "," "
nba.p.6698,Dyson,Daniels,SF,ATL,WAS,ATL@WAS,7:00PM EDT,14,31.7,O," "
nba.p.6713,David,Roddy,SF,ATL,WAS,ATL@WAS,7:00PM EDT,11,22.8," "," "
nba.p.6791,Dominick,Barlow,PF,ATL,WAS,ATL@WAS,7:00PM EDT,10,12.2,INJ," "
nba.p.10053,Keaton,Wallace,PG,ATL,WAS,ATL@WAS,7:00PM EDT,10,1.6," "," "
nba.p.10069,Mouhamed,Gueye,C,ATL,WAS,ATL@WAS,7:00PM EDT,10,2.0," "," "
nba.p.10073,Seth,Lundy,SG,ATL,WAS,ATL@WAS,7:00PM EDT,10,2.4,INJ," "
nba.p.10105,Kobe,Bufkin,PG,ATL,WAS,ATL@WAS,7:00PM EDT,10,11.0,INJ," "
nba.p.10296,Zaccharie,Risacher,SF,ATL,WAS,ATL@WAS,7:00PM EDT,20,16.2," "," "
nba.p.4886,Jonas,Valanciunas,C,WAS,ATL,ATL@WAS,7:00PM EDT,27,22.1," "," "
nba.p.5497,Richaun,Holmes,C,WAS,ATL,ATL@WAS,7:00PM EDT,13,13.0," "," "
nba.p.5667,Malcolm,Brogdon,PG,WAS,ATL,ATL@WAS,7:00PM EDT,26,29.7,INJ," "
nba.p.5840,Kyle,Kuzma,PF,WAS,ATL,ATL@WAS,7:00PM EDT,34,30.6,O," "
nba.p.5959,Marvin,Bagley III,C,WAS,ATL,ATL@WAS,7:00PM EDT,19,12.4," "," "
nba.p.6216,Jordan,Poole,SG,WAS,ATL,ATL@WAS,7:00PM EDT,27,38.0," "," "
nba.p.6411,Saddiq,Bey,PF,WAS,ATL,ATL@WAS,7:00PM EDT,19,25.8,INJ," "
nba.p.6471,Anthony,Gill,SF,WAS,ATL,ATL@WAS,7:00PM EDT,10,5.5," "," "
nba.p.6557,Corey,Kispert,SG,WAS,ATL,ATL@WAS,7:00PM EDT,18,19.3," "," "
nba.p.6582,Jared,Butler,PG,WAS,ATL,ATL@WAS,7:00PM EDT,10,15.8," "," "
nba.p.6632,Justin,Champagnie,SF,WAS,ATL,ATL@WAS,7:00PM EDT,13,3.9," "," "
nba.p.6700,Johnny,Davis,SG,WAS,ATL,ATL@WAS,7:00PM EDT,10,2.4," "," "
nba.p.6718,Patrick,Baldwin Jr.,PF,WAS,ATL,ATL@WAS,7:00PM EDT,15,9.2," "," "
nba.p.10078,Tristan,Vukcevic,C,WAS,ATL,ATL@WAS,7:00PM EDT,17,17.4," "," "
nba.p.10099,Bilal,Coulibaly,SF,WAS,ATL,ATL@WAS,7:00PM EDT,18,26.9," "," "
nba.p.10272,Kyshawn,George,SF,WAS,ATL,ATL@WAS,7:00PM EDT,15,15.1," "," "
nba.p.10273,Carlton,Carrington,PG,WAS,ATL,ATL@WAS,7:00PM EDT,15,17.2," "," "
nba.p.10294,Alex,Sarr,C,WAS,ATL,ATL@WAS,7:00PM EDT,19,24.2," "," "
nba.p.4901,Tobias,Harris,SF,DET,PHI,DET@PHI,7:00PM EDT,30,25.3," "," "
nba.p.5194,Tim,Hardaway Jr.,SG,DET,PHI,DET@PHI,7:00PM EDT,19,16.9," "," "
nba.p.5650,Malik,Beasley,SG,DET,PHI,DET@PHI,7:00PM EDT,14,16.4," "," "
nba.p.6408,Isaiah,Stewart,PF,DET,PHI,DET@PHI,7:00PM EDT,15,15.1," "," "
nba.p.6450,Paul,Reed,C,DET,PHI,DET@PHI,7:00PM EDT,17,0.7," "," "
nba.p.6512,Cade,Cunningham,PG,DET,PHI,DET@PHI,7:00PM EDT,36,45.7," "," "
nba.p.6695,Jaden,Ivey,SG,DET,PHI,DET@PHI,7:00PM EDT,27,33.1," "," "
nba.p.6703,Jalen,Duren,C,DET,PHI,DET@PHI,7:00PM EDT,30,31.6," "," "
nba.p.6716,Wendell,Moore Jr.,PG,DET,PHI,DET@PHI,7:00PM EDT,10,0.0," "," "
nba.p.6749,Alondes,Williams,PG,DET,PHI,DET@PHI,7:00PM EDT,10,1.0," "," "
nba.p.6766,Simone,Fontecchio,PF,DET,PHI,DET@PHI,7:00PM EDT,13,8.5," "," "
nba.p.6799,Cole,Swider,C,DET,PHI,DET@PHI,7:00PM EDT,10,3.1," "," "
nba.p.10096,Ausar,Thompson,SF,DET,PHI,DET@PHI,7:00PM EDT,18,24.0,INJ," "
nba.p.10114,Marcus,Sasser,SG,DET,PHI,DET@PHI,7:00PM EDT,10,3.7," "," "
nba.p.10263,Ron,Holland II,SF,DET,PHI,DET@PHI,7:00PM EDT,11,11.6," "," "
nba.p.10316,Daniss,Jenkins,PG,DET,PHI,DET@PHI,7:00PM EDT,10,0.0," "," "
nba.p.10331,Bobi,Klintman,PF,DET,PHI,DET@PHI,7:00PM EDT,10,0.0,INJ," "
nba.p.4152,Kyle,Lowry,PG,PHI,DET,DET@PHI,7:00PM EDT,16,21.7," "," "
nba.p.4469,Eric,Gordon,PG,PHI,DET,DET@PHI,7:00PM EDT,15,12.2," "," "
nba.p.4725,Paul,George,SG,PHI,DET,DET@PHI,7:00PM EDT,34,38.2,INJ," "
nba.p.4906,Reggie,Jackson,PG,PHI,DET,DET@PHI,7:00PM EDT,15,-1.0," "," "
